video_id,label,modality,label_correct,modality_correct,suggested_labels,suggested_modality,reason,cleanup_verdict,cleanup_reason
mcYd-WlyCIw_000006,alarm clock ringing,,False,True,"[{""label"": ""telephone bell ringing"", ""modality"": ""both""}]",,"The video shows a cell phone receiving an incoming call, not an alarm clock. The visual interface and the sound are characteristic of a telephone ringtone.",genuine,A cell phone ringtone is distinct in sound and visual source from an alarm clock.
mg6Gg4StHH0_000531,people eating,,False,False,"[{""label"": ""lip smacking"", ""modality"": ""both""}, {""label"": ""female speech  woman speaking"", ""modality"": ""both""}]",both,There is no eating in the video; the sounds are intentional lip smacking for an ASMR-style video.,genuine,The label refers to an action (eating) that is entirely absent from the video.
mdC78ZNupCE_000128,playing french horn,,False,False,"[{""label"": ""playing cornet"", ""weight"": ""both""}, {""label"": ""playing trumpet"", ""weight"": ""both""}]",both,"The performance features a brass band with cornets, trombones, and tubas, but no French horns are present.",genuine,The French horn is a specific instrument absent from the brass band performance.
mdC78ZNupCE_000128,playing oboe,,False,False,"[{""label"": ""playing cornet"", ""weight"": ""both""}, {""label"": ""playing trumpet"", ""weight"": ""both""}]",both,This is a brass ensemble; there are no woodwind instruments like the oboe in the performance.,genuine,"An oboe is a woodwind instrument, which is fundamentally different from the brass instruments present."
mi7kgfvwTAw_000005,"child speech, kid speaking",,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""people cheering"", ""modality"": ""both""}]",,There is no child speaking in the video; the audio contains a male commentator and crowd noise.,genuine,Adult male speech is fundamentally different from child speech.
mi7kgfvwTAw_000005,"female speech, woman speaking",,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""people cheering"", ""modality"": ""both""}]",,No female speech is heard; the only speech is from a male commentator.,genuine,The label is unambiguously wrong as no female speech is present in the audio.
mg2EyWA0Jxc_000030,playing double bass,,False,False,"[{""label"": ""playing drum kit"", ""modality"": ""both""}, {""label"": ""playing bass drum"", ""modality"": ""both""}]",both,The instrument shown is a drum kit; 'playing double bass' typically refers to the string instrument (upright bass or contrabass).,genuine,A drum kit is fundamentally different from a double bass string instrument.
mlW-e4gWNmM_000312,chicken crowing,,False,False,[],,The video is a silent montage of static shots showing a kitchen and a bedroom; there are no chickens or crowing sounds present.,genuine,The label refers to an animal and sound that are completely absent from the silent video.
mlW-e4gWNmM_000312,opening or closing car doors,,False,False,[],,"The video shows domestic interior scenes with no cars or doors being operated, and there is no audio.",genuine,The label refers to an object and action that are completely absent from the video.
mjzJiHWlgXc_000006,toilet flushing,,False,False,"[{""label"": ""bathroom ventilation fan running"", ""modality"": ""audible""}]",audible,There is no sound or visual representation of a toilet flushing in the clip; the only audible sound is the background hum of a ventilation fan.,genuine,The specific sound of a toilet flushing is completely absent from the clip.
mnWYh3iPoy8_000020,"bird chirping, tweeting",,False,True,"[{""label"": ""chipmunk chirping"", ""modality"": ""both""}]",,"The high-pitched chirping sounds are produced by the chipmunk shown in the video, not by a bird.",genuine,The sound source is fundamentally different as it is a mammal (chipmunk) rather than a bird.
mpPrCXLKfGU_000002,playing tuning fork,,False,False,[],,The video consists of an animated title card and a hand writing text on a screen; there is no tuning fork or related sound present.,genuine,The label refers to an object and sound that are completely absent from the clip.
mkVcFFOe3LI_000030,baby babbling,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,The toddler in the video is not babbling; the primary audio consists of an adult male speaking.,genuine,"The sound source is fundamentally different, identified as an adult male rather than a baby."
mkVcFFOe3LI_000030,people babbling,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,"The speech in the video is clear dialogue from a single person, not the indistinct noise of people babbling.",genuine,The label incorrectly identifies clear dialogue from one person as the indistinct noise of people babbling.
mkVcFFOe3LI_000030,people crowd,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,"The video shows a small family setting with only two or three people present, which does not constitute a crowd.",genuine,"The clip shows a small family setting, which does not constitute a crowd."
mgihmWi364U_000080,printer printing,,False,False,[],both,"There is no printer in the video. The mechanical clicking sound heard is produced by the man screwing a plastic cap onto the bottle, an action that is both visible and audible. [suggested 'male speech, man speaking' not in label set]",genuine,The label identifies a sound source (printer) that is completely absent and fundamentally different from a bottle cap.
moZ49NEGqfk_000310,reversing beeps,,False,False,"[{""label"": ""lawn mowing"", ""modality"": ""audible""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""audible""}]",audible,There are no audible reversing beeps in the clip.,genuine,The specified sound is completely absent from the clip.
moZ49NEGqfk_000310,vacuum cleaner cleaning floors,,False,True,"[{""label"": ""lawn mowing"", ""modality"": ""visible""}]",,"The machine is a brush mower operating outdoors on grass and bushes, not a vacuum cleaner cleaning floors.",genuine,A brush mower used outdoors is fundamentally different from a vacuum cleaner.
moZ49NEGqfk_000310,wind rustling leaves,,False,True,"[{""label"": ""lawn mowing"", ""modality"": ""audible""}, {""label"": ""engine accelerating  revving  vroom"", ""modality"": ""audible""}]",,The sound of wind rustling leaves is not present; the audio is dominated by the machine's engine and cutting blades.,genuine,The sound of wind rustling leaves is not present in the audio.
mvIfkvitKyY_000026,"pigeon, dove cooing",,False,True,"[{""label"": ""zebra braying"", ""weight"": ""audible""}, {""label"": ""donkey  ass braying"", ""weight"": ""audible""}]",,"The sound present in the audio is the braying of an equid, specifically matching the appearance of the zebras, rather than the soft cooing of a pigeon or dove.",genuine,A zebra braying is fundamentally different from the cooing of a pigeon or dove.
muuSxbHjipw_000112,"bird chirping, tweeting",,False,True,"[{""label"": ""alarm clock ringing"", ""modality"": ""both""}]",,"The high-pitched sounds are electronic chirps produced by the alarm clock shown in the video, not by actual birds.",genuine,"The source is an electronic alarm clock, which is fundamentally different from a bird."
muxjFOPvR1I_000320,turkey gobbling,,False,False,"[{""label"": ""chicken clucking"", ""modality"": ""both""}]",both,"The birds in the video are chickens (including a naked-neck chicken), and there are no gobbling sounds present.",genuine,"The birds present are chickens, which are fundamentally different from turkeys."
mxczypKrxSc_000002,"motorboat, speedboat acceleration",,False,False,"[{""label"": ""sailing"", ""modality"": ""both""}, {""label"": ""sea waves"", ""modality"": ""both""}, {""label"": ""sloshing water"", ""modality"": ""both""}]",both,"The video shows a sailboat, not a motorboat, and there is no engine sound typical of a speedboat.",genuine,A sailboat is fundamentally different from a motorboat as it lacks a motorized engine sound.
mvIfkvitKyY_000008,people coughing,,False,False,"[{""label"": ""zebra braying"", ""modality"": ""both""}]",both,"There are no people or coughing sounds in the video; instead, the clip features zebras braying.",genuine,There are no people or coughing sounds present in the clip.
mvAcwJ1DGJA_000380,swimming,,False,False,"[{""label"": ""people sobbing"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,There is no swimming; the clip features a football video game and a man who is visibly and audibly sobbing.,genuine,The activity of swimming is completely absent from the video.
mxczypKrxSc_000013,"male speech, man speaking",,False,False,"[{""label"": ""sailing"", ""modality"": ""both""}, {""label"": ""playing ukulele"", ""modality"": ""both""}]",both,There is no speech of any kind present in the video or audio track.,genuine,The labeled event (speech) is completely absent from the video and audio tracks.
n1VpqsLRy1E_000006,chimpanzee pant-hooting,,False,True,"[{""label"": ""gibbon howling"", ""modality"": ""both""}]",,"The animal in the video is a gibbon, not a chimpanzee, and it is making a continuous howling sound rather than pant-hooting.",genuine,"The animal is a gibbon, which is a fundamentally different species from a chimpanzee."
n1fY-23ffl0_000240,playing ukulele,,False,False,"[{""label"": ""playing mandolin"", ""modality"": ""both""}]",both,"The instrument played by the man is a mandolin, characterized by its teardrop shape and double strings, not a ukulele.",genuine,A mandolin is a fundamentally different instrument from a ukulele in construction and sound.
n156ypVdysY_000449,"female speech, woman speaking",,False,True,"[{""label"": ""wind noise"", ""modality"": ""audible""}]",,There is no audible speech from the woman or anyone else in the video; the background is filled with wind noise.,genuine,The label refers to speech that is completely absent from the audio track.
n4-THBrsn4o_000123,fox barking,,False,True,"[{""label"": ""coyote howling"", ""modality"": ""both""}, {""label"": ""dog barking"", ""modality"": ""both""}]",,"The animals in the video are coyotes, not foxes, and they are exhibiting howling and barking behavior characteristic of their species.",genuine,Coyotes and foxes are distinct species with different vocalization patterns.
mwYb2HLIAmw_000030,people coughing,,False,True,"[{""label"": ""people giggling"", ""modality"": ""both""}]",,"There is no audible or visible coughing in the video; the sounds are laughter, speech, and cheering.",genuine,The labeled action (coughing) is completely absent from the clip.
n95pf-9gdNk_000424,playing cello,,False,True,"[{""label"": ""playing double bass"", ""modality"": ""both""}]",,"The instrument shown and heard is a double bass, which is significantly larger than a cello.",genuine,"The instrument is a double bass, which is fundamentally different in size and sound from a cello."
n95pf-9gdNk_000424,"playing violin, fiddle",,False,False,"[{""label"": ""playing double bass"", ""modality"": ""both""}, {""label"": ""playing piano"", ""modality"": ""both""}]",both,Neither a violin nor a fiddle is present in the video or audio; the performers are playing a double bass and a piano.,genuine,Neither a violin nor a fiddle is present in the video or audio.
n7-lKjrJFA0_000088,cell phone buzzing,,False,False,"[{""label"": ""telephone bell ringing"", ""modality"": ""both""}]",both,"The device shown is a cordless telephone handset, not a cell phone, and the sounds heard are electronic ringtones rather than a buzzing or vibration sound.",genuine,"The device is a landline handset and the sound is a ringtone, not a buzzing vibration."
nB7FX1TBv34_000030,playing trombone,,False,False,"[{""label"": ""playing french horn"", ""modality"": ""both""}]",both,"The instrument in the video is a French horn, not a trombone; it features valves and a circular bell rather than a slide.",genuine,"The instrument is a French horn, which is fundamentally different from a trombone in structure and playstyle."
n0cQ9m7SXqU_000135,car engine starting,,False,False,"[{""label"": ""donkey  ass braying"", ""modality"": ""visible""}, {""label"": ""horse clip-clop"", ""modality"": ""both""}]",,There are no vehicles or engine sounds present; the video shows donkeys running in an enclosure.,genuine,The source is fundamentally different as the video contains animals and no vehicles.
n8CFjM_yauA_000430,people sneezing,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}, {""label"": ""people whistling"", ""modality"": ""both""}]",both,The man is not sneezing; he is making deliberate 'hyu' vocalizations followed by a loud whistle using his fingers.,genuine,The sound and action of sneezing are completely absent; the person is vocalizing and whistling.
nA1cZ1g8auk_000080,"child speech, kid speaking",,False,False,"[{""label"": ""canary calling"", ""modality"": ""both""}, {""label"": ""bird chirping  tweeting"", ""modality"": ""both""}]",both,There is no human speech in the audio; it only contains the sounds of birds singing.,genuine,Human speech is completely absent from the clip.
nC1p4WWdMgY_000316,people eating,,False,True,"[{""label"": ""lip smacking"", ""modality"": ""both""}]",,"There is no consumption of food shown or heard; the mouth sounds are intentional lip smacking, likely for an ASMR-style video.",genuine,The activity of eating/food consumption is completely absent from the clip.
nC1p4WWdMgY_000316,people whispering,,False,True,"[{""label"": ""lip smacking"", ""modality"": ""both""}]",,There is no whispering or speech in the audio; only lip smacking sounds are present.,genuine,"Speech sounds are entirely absent, replaced by lip smacking."
n4SP34zUHu8_000388,people whistling,,False,False,"[{""label"": ""elk bugling"", ""modality"": ""audible""}]",audible,"The whistle-like sound is actually an elk bugle; furthermore, no person is clearly seen performing a whistling action on camera.",genuine,The sound source is fundamentally different (animal bugle vs human whistle).
nCiOh00fX78_000000,police car (siren),,False,False,[],both,There are no police cars or sirens present in the video or audio.,genuine,The label refers to a specific vehicle and sound that are entirely absent from the clip.
nKe3zn_yk94_000031,arc welding,,False,False,"[{""label"": ""slot machine"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",both,The video shows a person playing a digital slot machine game while speaking; there is no arc welding involved.,genuine,The actual source (slot machine) is fundamentally different from the assigned label.
nKe3zn_yk94_000031,"bird chirping, tweeting",,False,False,"[{""label"": ""slot machine"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",both,There are no birds present; the sounds heard are game sound effects and a man speaking.,genuine,The label refers to an animal sound that is completely absent and replaced by electronic game effects.
nJSmEj97SII_000691,chopping wood,,False,False,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}]",both,"There is no action of wood being chopped; while there is cut wood in the background of the yard, no chopping activity occurs visually or audibly. Background birds can be heard instead.",genuine,"The label describes an action that is not occurring, even though the related object (wood) is present."
nKFa6uSX0_k_000060,rapping,,False,False,"[{""label"": ""people giggling"", ""modality"": ""both""}]",both,There is no rhythmic rapping in the audio; the women are laughing and talking normally.,genuine,The label incorrectly identifies normal talking and laughter as a specific rhythmic vocal performance.
nKFa6uSX0_k_000060,"subway, metro, underground",,False,False,"[{""label"": ""people crowd"", ""modality"": ""both""}]",both,"The visual setting is clearly a supermarket or retail store aisle, not a subway station.",genuine,The visual setting is fundamentally different from the label (supermarket vs. subway).
nNHE-JTZL4Y_000078,"bird chirping, tweeting",,False,False,"[{""label"": ""female speech  woman speaking"", ""modality"": ""audible""}]",audible,"There is no bird chirping or tweeting in the audio; instead, a woman is heard speaking in French.",genuine,"The label identifies a sound that is completely absent, as the audio consists of human speech."
nNHE-JTZL4Y_000078,parrot talking,,False,False,"[{""label"": ""female speech  woman speaking"", ""modality"": ""audible""}]",audible,"While a parrot is visible in the cage, it is not the source of the speech heard; the vocalizations come from a human woman.",genuine,The source of the speech is fundamentally different from the label (human vs. parrot).
nSMZD-CIi30_000044,bird squawking,,False,True,"[{""label"": ""gibbon howling"", ""modality"": ""both""}]",,"The vocalizations heard in the video are produced by the gibbons shown on screen, not birds.",genuine,"The sound source is fundamentally different as the vocalizations are produced by primates (gibbons), not birds."
nSBDyxxscks_000220,helicopter,,False,True,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}]",,"There is no helicopter sound in the clip; instead, bird chirping can be heard in the background.",genuine,"The label refers to a mechanical object that is entirely absent from the clip, replaced by bird sounds."
nVAuOCnzv08_000030,gibbon howling,,False,False,"[{""label"": ""cat purring"", ""modality"": ""both""}]",both,"The video features domestic cats, not gibbons, and the sound is purring, not howling.",genuine,The label identifies a completely different animal species (gibbon vs cat).
nH9Ezr_B9no_000073,playing bongo,,False,True,"[{""label"": ""playing bass guitar"", ""modality"": ""both""}, {""label"": ""playing trumpet"", ""modality"": ""both""}]",,"Bongos are not visible or clearly audible in the clip; however, other instruments like the bass guitar and trumpet are being played by members of the band.",genuine,The labeled instrument is absent and is fundamentally different from the actual instruments (bass guitar/trumpet) present.
nWld0wzTZ7E_000112,playing drum kit,,False,False,"[{""label"": ""people clapping"", ""modality"": ""both""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",audible,"There is no drum kit being played; however, there is prominent wind noise in the background and one of the men claps his hands.",genuine,The drum kit is completely absent and the actual sounds (wind/clapping) are unrelated to drumming.
nZoC4wf7k9Y_000160,running electric fan,,False,False,"[{""label"": ""people crowd"", ""modality"": ""both""}]",both,"There is no electric fan in the video, nor is the sound characteristic of one; the scene depicts a crowd of people in a club environment.",genuine,"The label refers to a mechanical object that is entirely absent, as the scene is a crowd in a club."
nZoC4wf7k9Y_000160,wind noise,,False,True,[],,"While there are 'whooshing' sounds in the audio, these are clearly musical synthesizer sweeps and effects, not literal wind noise.",genuine,Synthesized musical effects are fundamentally different from natural wind noise.
nZAkDZIEVlY_000294,printer printing,,False,False,"[{""label"": ""air conditioning noise"", ""modality"": ""both""}, {""label"": ""running electric fan"", ""modality"": ""both""}]",both,There is no printer present in the video; the noise heard is the compressor and fan of the air conditioning unit.,genuine,"The source is an air conditioner, which is a completely different appliance than a printer."
nZAkDZIEVlY_000294,wind noise,,False,False,"[{""label"": ""air conditioning noise"", ""modality"": ""both""}, {""label"": ""running electric fan"", ""modality"": ""both""}]",both,"The sound is produced by the air conditioning unit's internal fan and compressor, not by natural outdoor wind.",genuine,Internal fan noise from an appliance is not natural outdoor wind noise.
nVf6lDcm_Z4_000100,bird squawking,,False,True,"[{""label"": ""dog barking"", ""modality"": ""audible""}, {""label"": ""dog whimpering"", ""modality"": ""audible""}]",,"The audio features high-pitched vocalizations from a dog barking or whimpering in the background, rather than a bird.",genuine,A dog barking is a fundamentally different animal source than a bird squawking.
nVf6lDcm_Z4_000100,parrot talking,,False,False,"[{""label"": ""dog barking"", ""modality"": ""audible""}]",audible,There is no parrot visible or audible in the clip; the background sound is a dog barking.,genuine,"The source is a dog, and no parrot is present in the clip."
nYM95RKzxEs_000235,playing acoustic guitar,,False,True,"[{""label"": ""people cheering"", ""modality"": ""both""}]",,There is no acoustic guitar played or shown in the clip; the music is electronic/synthesized.,genuine,"The audio is electronic/synthesized, and no acoustic guitar is present."
nYM95RKzxEs_000235,playing harmonica,,False,True,"[{""label"": ""people screaming"", ""modality"": ""both""}]",,No harmonica is seen or heard; the audio contains a high-pitched cheer or scream at one point.,genuine,A human scream is fundamentally different from a musical instrument like a harmonica.
nVpU4g6jWu8_000030,chicken clucking,,False,True,"[{""label"": ""turkey gobbling"", ""modality"": ""both""}]",,"The birds are turkeys, not chickens, and they are specifically making a gobbling sound.",genuine,Turkeys and chickens are distinct animals with significantly different vocalizations.
nVpU4g6jWu8_000030,duck quacking,,False,False,"[{""label"": ""turkey gobbling"", ""modality"": ""both""}]",both,There are no ducks in the video; the sounds are made by turkeys which are visible and audible.,genuine,Turkeys and ducks are distinct animals with significantly different vocalizations.
nOr0M1EXZSg_000200,thunder,,False,False,"[{""label"": ""opening or closing car doors"", ""modality"": ""both""}, {""label"": ""door slamming"", ""modality"": ""both""}]",both,No thunder is audible and no lightning is visible; the loudest impact sound is the car door being closed.,genuine,A car door slamming is a fundamentally different sound source than thunder.
ncfUAo5uxwk_000012,people cheering,,False,True,"[{""label"": ""people booing"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",,"The crowd's vocalizations are hostile and negative, indicating booing or shouting in protest rather than cheering.",genuine,Hostile booing and protesting are the opposite of cheering.
nd40lIYtQmA_000228,people burping,,False,False,"[{""label"": ""people belly laughing"", ""modality"": ""both""}, {""label"": ""people giggling"", ""modality"": ""both""}]",both,"There is no burping in the video; instead, the crowd is laughing and cheering during a table tennis showmatch.",genuine,Burping is a specific physiological sound that is absent; the audio contains laughter.
nfzZeT_liEQ_000130,vacuum cleaner cleaning floors,,False,False,"[{""label"": ""hair dryer drying"", ""weight"": ""both""}]",both,The sound heard is from the hair dryer seen in the video; there is no vacuum cleaner or floor cleaning activity present.,genuine,A hair dryer is a completely different device from a vacuum cleaner.
neLRPsl8-XA_000140,opening or closing car electric windows,,False,False,"[{""label"": ""sliding door"", ""modality"": ""both""}]",both,"The sound and visual action are of bus doors opening, which are pneumatic sliding/folding doors, not car electric windows.",genuine,A bus door is a fundamentally different mechanism and object compared to a car electric window.
nj6_A9IY8jA_000085,cricket chirping,,False,True,"[{""label"": ""people babbling"", ""modality"": ""audible""}, {""label"": ""female speech  woman speaking"", ""modality"": ""audible""}]",,"There are no crickets heard in the video. Instead, there are background voices and a female voice making an announcement over the public address system.",genuine,The label refers to an animal sound that is completely absent from the clip.
n_k5FKt3X64_000030,"female speech, woman speaking",,False,False,"[{""label"": ""children shouting"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}]",both,"The audio contains high-pitched shouts and screams of excitement from children and adults at a water park, rather than clear, articulated female speech.",genuine,"The audio consists of shouting and screaming rather than speech, which is a fundamentally different acoustic event."
nbS9NjA7Ywg_000078,plastic bottle crushing,,False,True,"[{""label"": ""squishing water"", ""modality"": ""both""}, {""label"": ""sloshing water"", ""modality"": ""both""}]",,"The video shows hands crushing plastic bags and sponges wrapped in plastic film, but no plastic bottles are present.",genuine,"The source of the sound and visual is plastic bags and sponges, not bottles."
ncVm9aZPbHg_000095,car passing by,,False,False,"[{""label"": ""motorboat  speedboat acceleration"", ""modality"": ""both""}, {""label"": ""sloshing water"", ""modality"": ""both""}]",both,"The clip features a large passenger vessel on a river, not a car. The sound is from the boat's engine and water displacement.",genuine,A passenger vessel is a fundamentally different vehicle category than a car.
ncVm9aZPbHg_000095,parrot talking,,False,False,"[{""label"": ""people crowd"", ""modality"": ""both""}]",both,"There are no parrots in the video; instead, there is a large number of people on a boat.",genuine,The label refers to an animal that is completely absent from the video.
nfitcQXx-Y0_000058,chimpanzee pant-hooting,,False,True,"[{""label"": ""gibbon howling"", ""modality"": ""both""}]",,"The animals in the video are gibbons, not chimpanzees, and they are making their characteristic howling calls while brachiating.",genuine,Gibbons and chimpanzees are distinct animals with significantly different vocalizations.
nbdm5Cs2ug4_000006,opening or closing drawers,,False,True,"[{""label"": ""running electric fan"", ""modality"": ""both""}, {""label"": ""bathroom ventilation fan running"", ""modality"": ""both""}]",,"The device shown is a mechanical blower or ventilation unit with a sliding damper, not a piece of furniture with drawers.",genuine,"The object is a mechanical blower, which is fundamentally different from furniture drawers."
nbdm5Cs2ug4_000006,wind noise,,False,False,"[{""label"": ""running electric fan"", ""modality"": ""both""}, {""label"": ""bathroom ventilation fan running"", ""modality"": ""both""}]",both,"The audio is the sound of the electric blower fan running, which is clearly visible and audible, whereas 'wind noise' typically refers to natural wind.",genuine,"The source is an electric fan, which is a mechanical sound source rather than natural wind noise."
ncHAOlb2wgw_000019,"bird chirping, tweeting",,False,False,"[{""label"": ""coyote howling"", ""modality"": ""both""}]",both,"The high-pitched sounds are actually the yips and howls of a coyote pack, not birds; since one coyote is visible while vocalizing, the modality should be 'both'.",genuine,"The sound source is a mammal (coyote) rather than a bird, representing a fundamental misidentification."
nkVbTjlB0rs_000080,orchestra,,False,False,"[{""label"": ""playing acoustic guitar"", ""modality"": ""both""}, {""label"": ""playing electric guitar"", ""modality"": ""both""}]",both,"The group is a small roots/blues band, not an orchestra.",genuine,"A small blues band is fundamentally different from an orchestra in size, composition, and genre."
nkVbTjlB0rs_000080,playing washboard,,False,False,"[{""label"": ""playing acoustic guitar"", ""modality"": ""both""}, {""label"": ""playing electric guitar"", ""modality"": ""both""}]",both,There is no washboard visible or audible in the performance; the musicians are playing guitars and a double bass.,genuine,The specific instrument mentioned is entirely absent from the clip.
nhAiQyirHe0_000127,car engine starting,,False,False,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""both""}]",both,The video does not contain any cars or engine sounds; it is a nature clip showing a bird.,genuine,The label refers to an object and action completely absent from the nature clip.
nmCg4Nw-bPA_000148,ripping paper,,False,True,[],,The video shows a woman applying a sheet of black adhesive vinyl (contact paper) to a wall and smoothing it with a squeegee tool. There is no action or sound of paper being ripped; the sound heard is the squeegee scraping against the vinyl surface.,genuine,The sound and visual source are fundamentally different; scraping vinyl is not ripping paper.
nqd6uO6hDSo_000030,people sneezing,,False,False,[],both,There are no sounds or visuals of anyone sneezing in the clip.,genuine,The label refers to an action that is completely absent from the video.
nqd6uO6hDSo_000030,"playing steel guitar, slide guitar",,False,False,[],both,There are no musical instruments present or being played in the video; it only shows a dog and a baby.,genuine,No musical instruments are present in the video.
nqnviB5WXSM_000030,car passing by,,False,False,[],,There is no car seen or heard passing by in the video; the cars in the background appear to be parked.,genuine,The action of a car passing by is entirely absent; only stationary cars are present.
nrWb1MVZY0g_000153,"female speech, woman speaking",,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,There are no women speaking in the video; the conversation is entirely between men.,genuine,"The audio features only male speakers, making the female speech label a fundamental error in source identification."
nrWb1MVZY0g_000153,"playing marimba, xylophone",,False,False,"[{""label"": ""people slapping"", ""modality"": ""both""}]",both,There are no musical instruments in the clip; the percussive sounds are the result of people slapping each other.,genuine,Slapping sounds are fundamentally different from the musical tones produced by a marimba or xylophone.
nmyh0HX45EY_000155,reversing beeps,,False,True,"[{""label"": ""alarm clock ringing"", ""modality"": ""both""}]",,"The sound produced is a continuous high-pitched tone from a buzzer, whereas reversing beeps are characterized by a pulsing or intermittent pattern.",genuine,"A continuous buzzer tone is fundamentally different from the distinct, pulsing pattern of reversing beeps."
ntmttPBZemM_000416,"male speech, man speaking",,False,False,"[{""label"": ""forging swords"", ""modality"": ""both""}]",both,There is no speech occurring in the clip; only the sound of hammering is present.,genuine,There is no speech occurring in the clip; the label refers to an event that is completely absent.
ntmttPBZemM_000416,singing bowl,,False,False,"[{""label"": ""forging swords"", ""modality"": ""both""}]",both,"The sound is the percussive strike of a hammer on metal, not the resonant, sustained tone of a singing bowl.",genuine,Hammering metal is a fundamentally different sound source and activity than using a singing bowl.
ny4wkNf3P40_000001,coyote howling,,False,True,"[{""label"": ""fox barking"", ""modality"": ""both""}]",,"The animal shown is a fox (likely a silver fox) rather than a coyote, and its vocalization is more accurately described as fox barking or yipping.",genuine,A fox barking is a fundamentally different animal source and vocalization than a coyote howling.
noN35nW5gl4_000000,horse clip-clop,,False,True,"[{""label"": ""cattle mooing"", ""modality"": ""both""}]",,There are no horses or clip-clop sounds in the video; the only animals present are cattle.,genuine,"The clip features cattle instead of horses, and the specific sound of hooves on a hard surface is absent."
noN35nW5gl4_000000,horse neighing,,False,True,"[{""label"": ""cattle mooing"", ""modality"": ""both""}]",,"The video features cattle mooing, but no horses or neighing sounds are present.",genuine,Cattle mooing is a fundamentally different sound source than horse neighing.
nvT6R77PBKc_000010,parrot talking,,False,True,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}, {""label"": ""bird squawking"", ""modality"": ""audible""}]",,"While bird sounds are present in the background, there is no evidence of a parrot talking or mimicking speech.",genuine,The specific behavior of a parrot mimicking speech is entirely absent from the audio and video.
nvT6R77PBKc_000010,people sneezing,,False,False,"[{""label"": ""snake hissing"", ""modality"": ""both""}, {""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}]",both,There is no visual or audio evidence of anyone sneezing; sneezing is typically an audible and visible event.,genuine,There is no visual or audio evidence of sneezing; the label refers to an event completely absent from the clip.
o0auMW1-gjE_000458,people eating crisps,,False,True,"[{""label"": ""people eating noodle"", ""modality"": ""both""}]",,"The person is eating a bowl of noodles, not crisps.",genuine,Eating noodles is a fundamentally different activity with distinct sounds compared to eating crisps.
o1T_hzWDymk_000254,cuckoo bird calling,,False,True,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""both""}]",,"The bird shown is a mockingbird, not a cuckoo, and the vocalization consists of rapid chirps rather than a cuckoo's distinct call.",genuine,A mockingbird's rapid chirping is a fundamentally different sound and source than the distinct call of a cuckoo.
nvd_moe8RQ0_000030,sliding door,,False,True,"[{""label"": ""people shuffling"", ""modality"": ""both""}]",,The video shows a first-person character walking through a building and opening two regular hinged doors that swing on hinges. There are no sliding doors visible or audible in the clip; the primary sounds are footsteps and the hinges/latches of standard doors.,genuine,"The mechanical action is fundamentally different as the doors are hinged, not sliding."
nyWoGpyQD4A_000082,people whistling,,False,False,"[{""label"": ""people screaming"", ""modality"": ""both""}, {""label"": ""children shouting"", ""modality"": ""both""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",both,"No clear whistling is heard; the high-pitched sounds present are people screaming and shouting, accompanied by loud wind noise.",genuine,The sound of whistling is completely absent and replaced by screaming and wind.
o7UGDvP1lhk_000563,playing didgeridoo,,False,False,[],both,The video shows a man in a workshop assembling wooden and metal parts; there is no didgeridoo or any musical instrument present. None of the labels in the provided list accurately describe this specific activity or the accompanying clinking sounds.,genuine,The label refers to an instrument and activity that are completely absent from the clip.
nygHRktgEmw_000160,dog barking,,False,False,"[{""label"": ""splashing water"", ""modality"": ""both""}, {""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}]",both,"The dog is visible in the video, but it does not bark or make any vocalizations. Barking is primarily an auditory event and would be 'both' or 'audible' if it occurred.",genuine,The sound of barking is completely absent even though a dog is visible.
nygHRktgEmw_000160,dog bow-wow,,False,False,"[{""label"": ""sloshing water"", ""modality"": ""both""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",both,The dog is silent throughout the clip; no 'bow-wow' or other barking sounds are heard.,genuine,The sound is completely absent; the dog is silent.
