video_id,label,modality,exists,confidence,reason
k0YT5ZNdXj0_000280,wind noise,A,True,0.95,The rapid movement of the roller coaster creates a prominent rushing wind sound that is audible throughout the clip.
jz60j4RgVfk_000315,chipmunk chirping,A,False,0.9,"The audio contains bird calls and crows, but there is no sound of chipmunks chirping."
k0F_Z8quZ98_000940,"female speech, woman speaking",AV,False,1.0,"There is no clear female speech or talking audible in the audio track, nor is anyone shown speaking directly to the camera or to each other in a conversational manner."
k0F_Z8quZ98_000940,playing lacrosse,AV,False,1.0,"The sport being played in the video is indoor field hockey, not lacrosse, as evidenced by the hockey sticks, the flat floor, the goal structure, and the TSV Hockey banner."
jwxvQraiIGs_000032,pheasant crowing,AV,True,0.8,"At around 0:05, the male pheasant performs its typical crowing display by ruffling its wings and making a brief, faint double-syllable crowing call, which is both visible and audible."
jwxvQraiIGs_000032,pig oinking,V,False,1.0,There is no pig visible in the video; only a male and female pheasant are shown.
jwxvQraiIGs_000032,snake hissing,A,False,1.0,"There is no snake hissing sound heard in the audio; only the pheasant display, wind, and human breathing/whispering are audible."
k3E5jX1UvIQ_000419,"female speech, woman speaking",A,False,1.0,There is only a male host speaking and shouting in the video; no female voice is heard.
jxS2922zU88_000053,sloshing water,AV,True,0.9,"The elephants are seen moving through the river water, which creates visible splashes and waves, and the sound of water splashing/sloshing can be heard alongside the people's voices and elephant trumpets."
jxS2922zU88_000053,stream burbling,AV,False,0.8,"Although there is a flowing river/stream, it does not make a distinct 'burbling' or babbling brook sound, nor does it look like a gentle burbling stream. The audio is dominated by human voices, elephant calls, and heavy splashing."
k1vIk-7zyNE_000159,"railroad car, train wagon",AV,True,0.95,"The railroad cars/train wagons are clearly visible behind the steam locomotive, and the sound of them rolling on the tracks is audible."
k1vIk-7zyNE_000159,train wheels squealing,AV,False,0.9,There is no high-pitched metallic screeching or squealing sound from the train wheels in the audio track.
k4jbk1lVqB8_000162,eating with cutlery,AV,True,1.0,"The woman is clearly seen using a fork to eat noodles from a bowl, and the sounds of her eating, including slurping and the fork moving in the bowl, are audible throughout the clip."
k81ocZGxQ4c_000110,air conditioning noise,V,False,1.0,"Noise is an auditory phenomenon and cannot be seen visually, although the air conditioning system itself is shown in the video."
k3AYfr6PIgs_000019,dog growling,AV,True,1.0,"The dog is clearly visible snarling and growling inside the cage, and the corresponding aggressive growling and barking sounds can be heard throughout the video."
k5rDbr_0Ik8_000200,arc welding,AV,False,1.0,"The video shows metal forging and pressing using a power hammer/press, not arc welding. Neither the visual cues (such as a welding arc or torch) nor the characteristic sounds of arc welding are present."
k8nX_e6MK9w_000067,people crowd,AV,True,0.95,"There are people sitting and watching on the sidelines, as well as several players present on other courts, representing a crowd of people in the visual field. On the audio track, we can hear the murmurs, chatter, and cheers of the crowd present in the gymnasium."
k7rGUmOV6wQ_000261,playing piano,A,False,1.0,There is no piano music or piano playing sound in the audio track of the video.
k7rGUmOV6wQ_000261,shot football,AV,False,1.0,No one kicks or shoots the football in this video clip; a player is only spinning around it with his hands.
k5OqgeB7bvo_000207,airplane,AV,False,1.0,There is no airplane visible or audible in the video; it is a video of a storm on a road at night.
k5OqgeB7bvo_000207,car passing by,AV,False,0.8,"While cars are visible passing by on the opposite side of the road, their individual passing sounds cannot be heard over the loud wind, rain, wiper sounds, and interior cabin noise of the recording vehicle."
kCX1Kn-5C44_000050,"heart sounds, heartbeat",A,False,1.0,"The audio contains a low-frequency hum/motor sound, likely from a device or scanner, but there are no heartbeat sounds present in the clip."
kEnOc-apG_o_000078,singing choir,A,False,1.0,"There is only a single male performer beatboxing and speaking, not a singing choir."
k0Z95PrMVOI_000064,"bird chirping, tweeting",AV,True,0.9,"The sound of birds chirping and whistling is clearly audible throughout the video, and several birds are shown on screen."
k0Z95PrMVOI_000064,mynah bird singing,AV,False,0.95,"The birds shown in the video are troupials/orioles, not mynah birds, and the singing/chirping is not from a mynah bird."
k91ukyGncNI_000077,child singing,A,True,0.95,"From around 00:05 onwards, a child's voice can be heard singing the 'Daddy Finger' nursery rhyme."
k91ukyGncNI_000077,"female speech, woman speaking",A,True,0.9,"At the beginning of the clip (around 00:01), a female voice speaks the word 'Red'."
kA8ZUNl5vss_000030,ferret dooking,AV,False,1.0,"The animal in the video is a white rabbit, not a ferret. Therefore, ferret dooking does not exist in either the audio or visual tracks of this clip."
kEa1IlvIW0k_000039,playing snare drum,AV,False,1.0,"The instrument shown and heard in the video is a tambourine, not a snare drum."
k8lCsWaHiko_000030,disc scratching,A,True,0.9,"At around 0:04-0:05, there is a distinct vinyl record scratching sound effect used as a transition in the audio track."
k8lCsWaHiko_000030,duck quacking,AV,False,0.9,"The birds in the video are Canada geese, which honk and make goose calls, not duck quacking sounds. There are no ducks visible or audible in this clip."
kEMNy7-6le8_000030,playing harmonica,AV,False,1.0,"There is no harmonica player visible in the video, nor is there any harmonica sound in the audio track; the music playing in the background is accordion music."
k6ROAVZxzqM_000017,"bird chirping, tweeting",A,False,1.0,There are no birds chirping or tweeting audible in the video. The only sounds are sea lion vocalizations and ocean waves.
k6ROAVZxzqM_000017,cattle mooing,A,False,0.9,"The sounds heard are vocalizations from sea lions, not cattle mooing, although they can sometimes sound superficially similar."
k6ROAVZxzqM_000017,cricket chirping,A,False,1.0,There is no cricket chirping sound in the audio track.
k6ROAVZxzqM_000017,firing muskets,A,False,1.0,There are no gunshots or muskets firing heard in this natural environment video.
k6ROAVZxzqM_000017,"rowboat, canoe, kayak rowing",A,False,1.0,No rowing sounds are audible.
k6ROAVZxzqM_000017,running electric fan,A,False,1.0,"The background noise is wind and ocean waves, not an electric fan."
k6ROAVZxzqM_000017,sheep bleating,A,False,0.9,"The high-pitched cries are from the sea lion pup, not sheep bleating."
k6ROAVZxzqM_000017,skiing,A,False,1.0,There is no skiing sound in the video.
kH6Z9sSDc3U_000000,car engine starting,AV,False,1.0,"The car engine is already running at the beginning of the video, so neither the sound nor the visual action of the engine starting is present."
kHum8R_CcR0_000091,"male speech, man speaking",V,False,1.0,"There is no person visible in the video, let alone a man speaking."
kHum8R_CcR0_000091,playing didgeridoo,A,False,1.0,The only audio in the clip is the roaring sound of jet engines; there is no didgeridoo playing.
kIG_vvycI0g_000285,shot football,AV,False,0.95,"In the video clip, two individuals are standing and talking on a football field. The goalkeeper is holding a football but does not kick or shoot it, so there is no shot football action in either the audio or visual track."
kIphX0k-ED4_000059,"female speech, woman speaking",A,True,0.95,"At around 0:05-0:06, a woman's voice can be heard saying 'Where has he gone?'"
kIphX0k-ED4_000059,people giggling,A,True,0.9,A woman and a child can be heard giggling and laughing in response to the running toddler throughout the video.
kIYqf7kHzFU_000030,"alligators, crocodiles hissing",AV,False,1.0,"There are no alligators or crocodiles present in the video, and no such sounds are heard."
kIYqf7kHzFU_000030,dog howling,AV,False,1.0,"A dog is present in the video, but it is not howling, nor is there any sound of a dog howling."
kKafEAL6m7A_000236,car engine starting,A,False,1.0,There is no sound of a car engine starting; only the sound of a knife being sharpened is audible.
kKafEAL6m7A_000236,people sneezing,V,False,1.0,There is no person sneezing shown in the video; the video displays a person sharpening a knife.
kG64kC8XlR8_000490,"subway, metro, underground",AV,True,0.9,"The video is shot from the front window of an elevated airport rail transit system (metro/subway train) riding along the tracks, and the mechanical whirring and rolling sounds of the train are clearly audible throughout the clip."
kJaUTXwvy7o_000030,"male speech, man speaking",A,False,1.0,There is no male speech or man speaking in the audio track; the only sound present is bagpipe music.
kJaUTXwvy7o_000030,police car (siren),A,False,1.0,There is no police car siren audible in the clip; only bagpipe music is heard.
kI04KR_InWQ_000000,fire truck siren,A,False,1.0,"The sound heard in the video is the high-pitched vocalization of primates (gibbons), not a fire truck siren."
kKTBsC_L8kE_000176,playing timbales,AV,False,1.0,"The instrument being played is a snare drum, not timbales. The video specifically demonstrates a snare drum head (Evans Genera HD Dry), and the sound is characteristic of a snare drum with snare wires."
kJ1AWz_mhmE_000030,car engine idling,AV,False,1.0,"The vehicle running and idling in the video is a motorcycle, not a car. While a car is partially visible on the left, its engine is off."
kJ1AWz_mhmE_000030,car engine starting,AV,False,1.0,"The engine already running at the start of the video is a motorcycle engine, and no car engine is seen or heard starting."
kKqIgmARIoA_000030,owl hooting,A,True,1.0,The owl in the video can be heard hooting at around 0:01 and again around 0:06.
kKPQ2keMp-4_000193,playing banjo,AV,False,1.0,"There is no banjo visible or audible in this Latin jazz band performance; the instruments present are timbales, cowbells, saxophones, and other brass/percussion."
kKPQ2keMp-4_000193,playing castanets,AV,False,1.0,"There are no castanets being played in the video. The percussion shown consists of timbales, cowbells, and cymbals."
kHCleUsjw3g_000030,firing muskets,A,False,4,"The audio consists of Minecraft game sounds, specifically a fishing rod, with no gunfire present."
kHCleUsjw3g_000030,rope skipping,A,False,3,"Although the fishing rod cast has a whipping sound, actual rope skipping does not occur."
kNKfoDp0uUw_000030,rapping,A,False,1.0,There is no rapping or any music heard in the audio track of the video. The only sounds present are ambient traffic sounds and vehicles passing by.
kO_VmIHmggc_000045,parrot talking,A,False,1.0,"The audio features a song thrush singing/chirping, not a parrot talking."
kQ2cRYlbdMc_000029,stream burbling,AV,True,0.9,"The flowing river/stream is clearly visible in the background throughout the video, and its continuous burbling/flowing sound can be heard in the audio track."
kLtAyepYMZ4_000010,people screaming,AV,False,0.9,"Although we can hear people screaming and cheering in the background, the person screaming is not visible in the frame."
kLtAyepYMZ4_000010,stream burbling,AV,True,1.0,"The stream of water/waterfall flowing over the rocks is clearly visible and its roaring, burbling sound is heard throughout the clip."
kKrcq_JPMFM_000162,dog barking,A,False,1.0,There is no sound of a dog barking anywhere in the video's audio track.
kKrcq_JPMFM_000162,dog bow-wow,A,False,1.0,There is no sound of a dog bow-wowing in the audio track of this video.
kKMK_8N0klM_000011,cheetah chirrup,AV,True,0.95,"The cheetah is clearly visible throughout the clip making vocalizations, and the distinct chirrup/purr sound of the cheetah is audible at several moments."
kKMK_8N0klM_000011,wind rustling leaves,AV,False,0.85,"There is no clear visual of leaves rustling due to wind, and the audio does not feature a prominent wind-rustling-leaves sound."
kQDKsJ7piLU_000039,wind rustling leaves,AV,False,0.9,"There are no leaves on the tree, only blossoms, so there is no visual of wind rustling leaves, and the audio does not feature the distinct sound of wind rustling leaves either."
kTflV6v77qU_000043,people gargling,A,False,1.0,"The audio features beatboxing sounds created by the two performers, and there is no sound of anyone gargling."
kTflV6v77qU_000043,playing drum kit,A,False,1.0,"The rhythmic percussion sounds are produced entirely through vocal beatboxing, and no actual drum kit is being played in the audio."
kXkwTwKkC9o_001138,"electric shaver, electric razor shaving",AV,False,1.0,"There is no electric shaver or anyone shaving shown in the video, and there is no sound of an electric shaver or razor being used."
kUvSPJkuNWE_000030,machine gun shooting,AV,False,1.0,There is no machine gun shooting occurring in either the audio or visual track of the video.
kUvSPJkuNWE_000030,ripping paper,AV,False,0.9,"The person is cutting open plastic packaging with a knife, not ripping paper. Neither the sound nor the visual of ripping paper is present."
kTyq_6AnoSw_000040,fireworks banging,AV,False,1.0,"The explosions and flashes in the video are from military artillery cannons being fired, not fireworks."
kTyq_6AnoSw_000040,firing muskets,AV,False,1.0,"The weapons being fired are large, towed artillery cannons rather than handheld muskets."
kWdmJHAFMxk_000031,arc welding,AV,False,1.0,"The video displays an angle grinder (a hand grinder) with a pink disc spinning, not any arc welding process or sound."
kWdmJHAFMxk_000031,hedge trimmer running,AV,False,1.0,"The tool being operated in the video is an electric angle grinder, which has a distinctly different visual appearance and high-pitched whining motor sound compared to a hedge trimmer."
kYvoPTLXwwE_000000,"subway, metro, underground",AV,True,0.95,"The visual track clearly shows the interior of a subway train car and the platform of a subway station, while the audio track captures the characteristic sound of the subway doors closing."
kYvyOw8ZDS4_000016,"female speech, woman speaking",A,True,0.9,A female voice speaking can be heard faintly in the background during the first few seconds of the clip.
k_ry9us3pAQ_000090,people sneezing,A,False,0.9,"The audio contains coughing at the very beginning, followed by the sound of someone blowing their nose, but there is no sneezing."
kXLwb3bvCKo_000080,parrot talking,V,False,4,"The birds shown are songbirds, not parrots, and there is no talking behavior visible."
kXLwb3bvCKo_000080,rope skipping,A,False,4,The soundtrack contains only bird songs and no sounds of jumping rope.
kY6RTq-DSew_000013,horse clip-clop,A,False,1.0,There is no sound of horse hooves/clip-clop in the audio track.
kY6RTq-DSew_000013,"male speech, man speaking",V,False,1.0,"The video is completely black, so no one can be seen speaking."
kY6RTq-DSew_000013,people nose blowing,A,False,0.9,"The audio contains sneezing and sniffling, but there is no sound of blowing one's nose."
kWntScEF5_c_000014,forging swords,A,False,1.0,"The sound heard is of a hammer hitting a metal wedge into a wooden log to split wood, not forging swords."
kWntScEF5_c_000014,hammering nails,AV,False,1.0,"The person is hammering a wedge into a wooden log, not hammering nails."
kWntScEF5_c_000014,wind noise,A,True,0.8,There is noticeable low-frequency wind noise and microphone rustle from the wind in the outdoor recording.
kZ3KwoFNklY_000063,baby laughter,A,True,0.9,"At the very beginning of the video, a high-pitched baby laughing sound effect can be clearly heard."
kYs6dijZaY8_000108,mynah bird singing,V,False,1.0,"The bird shown in the video is a different species (the image represents Australian Magpies), and there is no mynah bird visible."
kYs6dijZaY8_000108,playing electronic organ,A,False,1.0,The audio contains bird vocalizations (specifically magpie calls) but no electronic organ music can be heard.
keVZ4cpnWXU_000490,wind noise,A,True,0.8,There is a noticeable background wind noise/rustling sound throughout the outdoor scene in the forest.
kcVxxsZdhds_000030,crow cawing,AV,False,1.0,"The birds seen and heard in the video are geese honking, not crows cawing."
kdbA6lP1bmU_000037,wind rustling leaves,AV,False,1.0,There are no leaves or wind sounds present in either the visual or audio track of the video. The video only shows a missile launching with the sound of a rocket engine.
kh77cZfsDvc_000089,cow lowing,AV,True,1.0,"The video shows a large black bull opening its mouth and lifting its head to make a lowing sound, which is clearly audible in the audio track."
kZAwXjidHmM_000001,dog howling,AV,True,0.95,The dog is clearly seen and heard howling/yailing from 00:00 to 00:04 with its head tilted back and mouth open.
kZAwXjidHmM_000001,dog whimpering,AV,True,0.9,"The dog makes high-pitched whining and whimpering sounds while looking up, visible and audible in the first few seconds of the clip."
kZAwXjidHmM_000001,"male speech, man speaking",A,True,0.85,A faint male voice can be heard speaking in the background during the first two seconds of the video.
kaYBmFJzseo_000030,"heart sounds, heartbeat",A,True,0.9,"A rhythmic, low-frequency heartbeat sound is clearly audible at the beginning of the video from 00:00 to 00:06."
kaYBmFJzseo_000030,metronome,A,False,0.8,"The rhythmic sound heard at the beginning is a heartbeat, not the distinct clicking sound of a metronome."
kaYBmFJzseo_000030,playing hammond organ,A,False,0.7,"The background music features a piano melody, not the specific drawbar sound characteristic of a Hammond organ."
kaYBmFJzseo_000030,playing piano,A,True,0.9,A playful piano melody starts playing at around 00:06 and continues until the end of the video.
kaYBmFJzseo_000030,singing bowl,A,False,0.9,There is no sound of a singing bowl being struck or played in the video.
kdfC_yWnkHw_000033,"female speech, woman speaking",AV,False,0.9,"Although a woman can be heard speaking and laughing in the audio, she is the one holding the camera and is never visible on screen."
kbPEgFG0sxc_000030,"male speech, man speaking",A,False,0.9,"The only voices in the clip are singing in a chorus during the intro title card, and Donald Duck's cartoon character voice, neither of which constitutes regular male speech or a man speaking."
kYXS4eqiMyA_000507,train wheels squealing,AV,True,0.9,The screeching or squealing sound of train wheels on the tracks is clearly audible (especially around 00:03-00:05 and 00:07-00:08) while the trains and their wheels are visible on the tracks.
kWPAWeNuBKc_000506,forging swords,A,False,1.0,"The audio is of woodturning on a lathe, not forging metal/swords."
kWPAWeNuBKc_000506,planing timber,AV,False,0.9,"The video shows woodturning on a lathe rather than planing timber, which involves flattening wood with a hand plane or planing machine."
kWPAWeNuBKc_000506,sharpen knife,AV,False,1.0,There is no knife sharpening happening in the video; the person is shaping a piece of wood on a lathe.
kanqhIJjNk4_000011,"male speech, man speaking",A,True,0.9,"The bowler is heard shouting 'Yes!' after securing a strike, which counts as male speech."
kanqhIJjNk4_000011,people cheering,AV,True,0.95,"The bowler is seen pumping his fists and celebrating visually, while cheering and celebratory shouting are heard on the audio track."
kanqhIJjNk4_000011,people clapping,AV,True,0.95,"People in the background are seen clapping, and the distinct sound of applause is audible throughout the end of the clip."
kbs7SQMR1ek_000248,airplane flyby,V,True,0.9,An animated airplane is shown flying across the screen.
kbs7SQMR1ek_000248,wind noise,A,False,0.8,There is no audible wind noise in the soundtrack; only a Japanese narrator is speaking.
kgf4GdKlSWs_000030,playing mandolin,A,False,0.9,"The instrument heard in the audio is a ukulele, which has a distinct, softer nylon-string sound, rather than the bright, metallic double-string sound of a mandolin."
kfl9X8KIMTg_000000,church bell ringing,A,False,1.0,There are no church bells ringing in the audio clip; only a synthesizer or pipe organ is heard playing.
kfl9X8KIMTg_000000,"playing violin, fiddle",A,False,1.0,There is no violin or fiddle music present in the audio track of the clip; only a keyboard or organ-like sound is heard.
kaz5auB2okE_000126,"child speech, kid speaking",A,False,,"The voice heard in the clip is an adult female voice actor imitating a puppet/character, not an actual child speaking."
kaz5auB2okE_000126,playing piano,A,False,,There is no piano sound in the background music; it is played on mallet percussion/synthesizers.
kaz5auB2okE_000126,playing vibraphone,A,True,,The background music features a prominent vibraphone or glockenspiel-like mallet instrument playing a cheerful melody.
kdanFLQ7A_s_000000,playing drum kit,A,True,0.9,"The sound effects accompanying the wheels' movements feature snare drum rolls and hits, which are characteristic of playing a drum kit."
kdanFLQ7A_s_000000,playing snare drum,A,True,0.95,Distinct snare drum rolls and hits are clearly audible as sound effects synchronized with the cartoon wheels.
kdanFLQ7A_s_000000,wind noise,A,False,0.8,There is no wind noise audible in the clip; the background sound is a synthetic humming/rolling noise.
kiAMVnSBGw0_000030,playing volleyball,AV,False,1.0,"The video shows a man doing American football drills, running and catching a football. There is no volleyball or volleyball game occurring in either the visual or the audio track."
kmMPfIR46aI_000123,planing timber,AV,False,1.0,There is no planing of timber shown or heard in the video; the person is aligning wood joints and screwing pocket hole screws.
kmMPfIR46aI_000123,plastic bottle crushing,AV,False,1.0,There is no plastic bottle crushing in the video.
knzA9iuVOdw_000010,cricket chirping,AV,False,1.0,"There are no crickets visible in the video, and no cricket chirping sounds are audible over the loud noise of the lawn mower engine."
kie47qxRmEQ_000566,planing timber,AV,False,1.0,There is no planing of timber (wood) occurring in the video; the person is only tracing the knife handle outline onto a piece of wood with a marker.
kie47qxRmEQ_000566,sharpen knife,AV,False,1.0,The knife is not being sharpened in this clip; the person is only using the knife tang as a template to trace a pattern on a wooden block.
khfvz1zD9HY_000107,car engine starting,AV,False,1.0,The car is already running and driving back and forth; there is no engine starting sound or action.
khfvz1zD9HY_000107,electric grinder grinding,AV,False,1.0,No electric grinder is shown or heard in the video. The only sounds are objects being crushed by a car wheel.
khfvz1zD9HY_000107,eletric blender running,AV,False,1.0,No electric blender is shown or heard in the video. The only sounds are objects being crushed by a car wheel.
kZQkCqkUBVA_000168,eating with cutlery,AV,True,1.0,"The video shows the person sipping soup from a large black spoon, with the corresponding sipping sounds clearly audible."
kZQkCqkUBVA_000168,people eating noodle,AV,False,0.8,"Although there is a large bowl of noodle soup in front of the person, she only sips the broth using a spoon and does not actually eat any noodles during this clip."
koUnrPY_3n8_000007,"bee, wasp, etc. buzzing",AV,False,1.0,"The insect shown and heard in the video is a cricket, not a bee, wasp, or other buzzing insect."
kpqMjTYU64g_000253,bird squawking,A,False,1.0,The audio contains only a male voice narrating in Bengali; there are no bird sounds or squawking heard.
kpqMjTYU64g_000253,goose honking,A,False,1.0,There are no goose honking sounds present in the audio track of the video.
kf0YrFpuNKQ_000030,"female speech, woman speaking",A,False,0.8,"There is only a brief non-speech vocalization/grunt from the female character, not actual speech."
kf0YrFpuNKQ_000030,firing cannon,AV,False,1.0,There are no cannons or cannon fire sounds in this video.
kf0YrFpuNKQ_000030,machine gun shooting,AV,False,1.0,There are no machine guns or shooting sounds in this video.
kf0YrFpuNKQ_000030,"male speech, man speaking",A,False,1.0,There is no male voice or speech heard in the audio track.
kf0YrFpuNKQ_000030,wind noise,A,True,0.9,"Whooshing and swirling wind-like sounds can be heard, representing the movement of rocks and sand."
kmktokIWVMQ_000017,"bird chirping, tweeting",A,False,0.9,There are no bird chirping or tweeting sounds audible in the video; only human voices and ambient background noise can be heard.
kmktokIWVMQ_000017,zebra braying,V,False,1.0,"While zebras are visible in the video, none of them are seen making the physical movements associated with braying (such as opening their mouths to vocalize)."
kl2E2erlkRg_000050,beat boxing,AV,True,1.0,The performer on the left is clearly seen and heard beatboxing into the microphone throughout the clip.
kl2E2erlkRg_000050,people babbling,AV,False,0.9,"There is no group of people visible who are babbling or talking in the background; only the two main performers are visible, and they are playing music."
kqC9pgKN--c_000365,ripping paper,A,False,0.9,"The sound heard in the video is of pages being flipped and rustled, not of paper being ripped or torn."
kq6PDicCx9Q_000084,playing harmonica,A,False,1.0,There is no harmonica sound heard in the audio; only the sound of timbales being played is audible.
kq6PDicCx9Q_000084,playing timbales,V,True,1.0,The video clearly shows a man playing the timbales with drumsticks.
korCJgM6ex4_000081,"female speech, woman speaking",A,False,1.0,"The audio contains loud peacock calls, not female speech or a woman speaking."
korCJgM6ex4_000081,raining,AV,False,0.9,"The scene shows a windy, foggy, or dusty landscape, but there is no visible rain falling, nor is there any sound of rain in the audio track."
ksCMf478CrE_000210,wind rustling leaves,A,False,0.9,"The audio contains microphone wind noise/rumble and street sounds, but there is no distinct sound of wind rustling through leaves."
kqnxnbVbO5Q_000023,people running,V,True,1.0,Several lacrosse players are seen running across the field throughout the video clip.
kqnxnbVbO5Q_000023,people shuffling,V,True,0.9,A defender is seen shuffling laterally to block an attacker from 00:02 to 00:05.
kwPl5Nrc1zs_000212,cutting hair with electric trimmers,AV,False,1.0,The video shows a woman applying something inside or around her nose with a stick/swab and looking in a mirror. There is no hair cutting or electric trimmers present in either the visual or the audio track.
kwPl5Nrc1zs_000279,people gargling,AV,False,1.0,The video shows a woman talking to the camera while holding a cosmetic stick; there is no action of people gargling in either the visual or the audio track.
kl3HZbyUNys_000030,bird wings flapping,AV,False,1.0,"The chicken/rooster does not flap its wings in the video, and there is no sound of wings flapping in the audio track."
kl3HZbyUNys_000030,chicken clucking,AV,False,0.8,"The sound made by the rooster is a crow, not clucking, and no other chickens are present to make clucking sounds."
kl3HZbyUNys_000030,chicken crowing,A,True,1.0,"The rooster can be clearly heard crowing in response to the dog's barks, particularly around the 3-second and 7-second marks."
kl3HZbyUNys_000030,cricket chirping,A,False,1.0,No cricket chirping sounds are audible in the video.
kl3HZbyUNys_000030,frog croaking,V,False,1.0,There are no frogs visible in the video.
kl3HZbyUNys_000030,people sobbing,V,False,1.0,"There are no people visible in the video, let alone anyone sobbing."
ktis2aZfphM_000010,people sneezing,V,False,1.0,There is no visual representation of anyone sneezing in the video.
ktis2aZfphM_000010,playing erhu,A,False,1.0,"The sound heard is of a cello being played, not an erhu, which has a distinct timbre and pitch profile."
kuszXUbEiIA_000014,crow cawing,A,False,,There is no sound of a crow cawing in the video.
kuszXUbEiIA_000014,cuckoo bird calling,AV,False,,"The bird in the cage is a black francolin making its distinctive call, not a cuckoo bird."
kwJKOXT5XR8_000255,"railroad car, train wagon",AV,True,1.0,The railroad car is visually prominent and its movement produces a characteristic rumbling sound heard throughout the clip.
kwJKOXT5XR8_000255,train wheels squealing,AV,True,0.95,"The train wheels are clearly visible, and a distinct metallic squealing/screeching sound is heard around the 0:02 to 0:05 mark."
ksk9rjj5WB0_000030,tap dancing,AV,False,0.9,"The person is barefoot and performing simple stepping/tapping exercises on a tiled floor; they are not wearing tap shoes, nor are they performing tap dancing."
ksk9rjj5WB0_000030,wind noise,A,False,0.8,"There is some room tone and microphone static/hiss in the background, but no wind noise is audible."
kwgkbAGGORU_000090,alarm clock ringing,AV,False,1.0,"There is no alarm clock visible in the scene, nor is there an alarm clock ringing sound; only a school bell rings during the transition."
kwsgIBkX-3k_000300,sloshing water,AV,False,0.9,"The video shows a large, powerful waterfall, and the audio is a continuous deep roar of rushing water, which is distinct from the sound and movement of sloshing water (typically associated with water moving in a container or gentle splashing)."
kyZ_wLP51ag_000107,"bird chirping, tweeting",A,True,0.9,"In the background, behind the elephant sounds, there are faint but distinct high-pitched bird chirps and tweets audible, particularly around the 1-2 second mark."
l-qyJLFOVYI_000000,cuckoo bird calling,A,False,1.0,"The high-pitched chirping sounds heard in the audio are actually made by the cheetah, not by a cuckoo bird. No bird calls are present in the audio track."
ks0EpvbEO7Y_000083,"female speech, woman speaking",A,True,0.9,"The woman is heard speaking around the 6-7 second mark, saying words like 'Oh god!'."
ks0EpvbEO7Y_000083,people giggling,AV,False,0.8,"The woman is laughing hysterically and screaming loudly rather than giggling, and there is no sound of multiple people giggling."
l52-LCtXNeE_000010,wind noise,A,True,0.9,There is a noticeable rushing/rumbling sound of wind blowing into the microphone throughout the audio track.
l0LSwtnLCsY_000081,shot football,AV,False,1.0,"During the entire video clip, there is no action of shooting or kicking the football. The two people are standing on the field and talking, with one person slightly stepping on/tapping the ball with their foot near the end, but no shot is taken."
kx25bJyyzMw_000410,stream burbling,AV,False,1.0,The video only shows Tibetan text on a black screen and the audio consists of a singing bowl sound; there is no visual or auditory representation of a burbling stream.
l-s4_WiLAAw_000016,opening or closing car doors,AV,False,1.0,"The car door is open and stationary throughout the entire clip; there is no action of opening or closing it, nor is there any corresponding sound."
l30pHj4I0Ps_000580,people burping,AV,False,1.0,"There is no sound or visual indication of anyone burping in the video; instead, the man is sewing and speaking."
l1NjISbLXY8_000214,"male speech, man speaking",AV,True,1.0,"At around 00:05 in the video, the man in the white shirt speaks, saying 'All right', which is clearly audible and he is visible in the frame during the speech."
l6HsxUNdkd4_000010,cap gun shooting,AV,False,1.0,"The toy gun shown is a rubber band launcher made of wood/cardboard, not a cap gun, and there are no cap gun explosions or sounds occurring in the video."
l6N2qa0jUIU_000335,wind noise,A,False,1.0,"There is no sound of wind in the audio track of the video. The audio consists of quiet room noise and low-frequency thumping/rustling sounds related to ASMR, but not wind."
ktY_rsii-Pg_000030,"bird chirping, tweeting",V,False,1.0,There are no birds or bird-like creatures visible in the video.
ktY_rsii-Pg_000030,"cattle, bovinae cowbell",V,False,1.0,There is no cow or cattle visible in the video.
ktY_rsii-Pg_000030,"child speech, kid speaking",V,False,1.0,There are no children speaking or visible in the video.
ktY_rsii-Pg_000030,cricket chirping,V,False,1.0,There are no crickets visible in the video.
ktY_rsii-Pg_000030,"male speech, man speaking",V,False,1.0,There is no male speech or man visible speaking in the video.
ktY_rsii-Pg_000030,people cheering,V,False,1.0,There are no people cheering visible in the video.
ktY_rsii-Pg_000030,people coughing,V,False,1.0,There is no one coughing visible in the video.
ktY_rsii-Pg_000030,people sneezing,V,False,1.0,There is no one sneezing visible in the video.
ktY_rsii-Pg_000030,people whistling,V,False,1.0,There is no one whistling visible in the video.
ktY_rsii-Pg_000030,pig oinking,AV,False,1.0,There is no pig oinking present in either the audio or visual tracks of the video.
ktY_rsii-Pg_000030,playing darts,V,False,1.0,There is no darts game visible in the video.
ktY_rsii-Pg_000030,playing tambourine,V,False,1.0,There is no tambourine being played visible in the video.
ktY_rsii-Pg_000030,wind noise,V,False,1.0,There is no wind visible in the video.
ktY_rsii-Pg_000030,wind rustling leaves,AV,False,1.0,There are no leaves or wind visible or audible in the video.
kxTwZeZxuvo_000099,"bird chirping, tweeting",A,True,0.9,"Distant bird chirping sounds can be heard in the background, especially after the scene transitions to the outdoors around 00:08."
kxTwZeZxuvo_000099,wind noise,A,True,0.85,Audible wind rustling is present in the audio during the outdoor shot from 00:08 onwards.
l2oI7ZsKPKs_000084,hail,AV,True,0.9,"The sound of hail drumming loudly on hard surfaces is clearly heard throughout the video, and visually, ice pellets (hail) can be seen falling rapidly in the storm."
